dataset,input,output
USNews,"description=""Card Name: Amazon Business American Express Card\nSummary: \nKey Details:\nAnnual Fee: Annual Fee\nRewards Rate: Rewards Rate\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Amazon Business American Express Card"",""issuer"":""American Express"",""reward_category_map"":[{""category"":""Amazon"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":3,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""extended warranty"",""purchase protection""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":21.99,""apr_type"":""Purchase""},{""apr"":25.99,""apr_type"":""Cash Advance""}],""sign_on_bonus"":[{""purchase_type"":""Amazon"",""condition_amount"":3000,""timeframe"":3,""reward_type"":""American Express Membership Rewards"",""reward_amount"":10000}],""annual_fee"":{""fee_usd"":0,""waived_for"":0},""statement_credit"":[{""credit_amount"":100,""unit"":""Statement Credit USD"",""categories"":[""electronics""],""vendors"":[""Amazon""],""timeframe_months"":12,""max_uses"":1,""description"":""Get a $100 statement credit on your first Amazon Business purchase in the first 12 months.""}],""primary_reward_unit"":""American Express Membership Rewards"",""keywords"":[""Business"",""Rewards-focused"",""No Annual Fee"",""Grocery"",""Dining""]}"
USNews,"description=""Card Name: The Blue Business® Plus Credit Card from American Express\nSummary: This card might be a good fit for small-business owners who want a card with a simple rewards structure and no annual fee.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- No annual fee.\n- Introductory0% on purchases for 12 months from date of account opening. After that, a17.74% to 25.74% variableAPR applies.\n- Free employee cards, account management tools, and a flexible credit limit.\nCons:\n- This card has a foreign transaction fee of2.7% of each transaction after conversion to US dollars, which isn’t ideal if you travel abroad for business.\n- If you pay late or have a returned payment, a penalty APR of29.99%\xa0variablemay apply for a minimum of 12 billing periods.\n- Bonus earnings are capped at $50,000 in spending.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""The Blue Business® Plus Credit Card from American Express"",""issuer"":""American Express"",""reward_category_map"":[{""category"":""general"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":1,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":2,""reward_threshold"":{""on_up_to_purchase_amount_usd"":50000,""per_timeframe_num_months"":12,""fallback_reward_amount"":1}}],""benefits"":[""extended warranty"",""purchase protection"",""rental car insurance"",""travel assistance services""],""credit_needed"":[""Excellent"",""Good""],""apr"":[{""apr"":17.74,""apr_type"":""Purchase""},{""apr"":25.74,""apr_type"":""Purchase""},{""apr"":29.99,""apr_type"":""Penalty""}],""sign_on_bonus"":null,""annual_fee"":{""fee_usd"":0,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""American Express Membership Rewards"",""keywords"":[""Business"",""Rewards-focused"",""No Annual Fee""]}"
USNews,"description=""Card Name: Delta SkyMiles® Platinum American Express Card\nSummary: This card rewards Delta Air Lines customers when they travel, stay at hotels, eat at restaurants and more.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- Cardholders get a companion certificate for a free domestic main cabin round-trip flight each year upon renewal.\n- Get\n a statement credit for either Global Entry (valued at $120 every four \nyears) or TSA PreCheck (worth $85 statement every 4.5 years).\n- Travel\n benefits include no foreign transaction fees, first checked bag free on\n Delta flights, car rental loss and damage insurance, baggage insurance,\n access to the 24/7 global assist hotline and 20% off eligible in-flight\n purchases in the form of a statement credit.\n- Cardholders\n will receive $2,500 Medallion Qualification Dollars (MQD) at the \nbeginning of each year and will also earn an additional $1 MQD for every\n $20 spent.\nCons:\n- The Delta SkyMiles® Platinum American Express Card charges a$350annual fee.\n- Requires good to excellent credit.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Delta SkyMiles® Platinum American Express Card"",""issuer"":""American Express"",""reward_category_map"":[{""category"":""transportation"",""reward_unit"":""Delta SkyMiles"",""reward_amount"":3,""reward_threshold"":{""on_up_to_purchase_amount_usd"":100000,""per_timeframe_num_months"":12,""fallback_reward_amount"":1}},{""category"":""dining"",""reward_unit"":""Delta SkyMiles"",""reward_amount"":2,""reward_threshold"":null},{""category"":""groceries"",""reward_unit"":""Delta SkyMiles"",""reward_amount"":2,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""Delta SkyMiles"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""airport lounge access"",""global entry/tsa precheck credit"",""no foreign transaction fees"",""free checked bags"",""rental car insurance"",""travel assistance services""],""credit_needed"":[""Excellent"",""Good""],""apr"":[{""apr"":20.74,""apr_type"":""Purchase""},{""apr"":29.99,""apr_type"":""Cash Advance""},{""apr"":20.74,""apr_type"":""Balance Transfer""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":4000,""timeframe"":3,""reward_type"":""Delta SkyMiles"",""reward_amount"":50000}],""annual_fee"":{""fee_usd"":250,""waived_for"":0},""statement_credit"":[{""credit_amount"":100,""unit"":""Statement Credit USD"",""categories"":[""transportation""],""vendors"":[""Amazon""],""timeframe_months"":12,""max_uses"":1,""description"":""Receive a $100 statement credit when you make a purchase with Delta Air Lines in the first 3 months of card membership.""}],""primary_reward_unit"":""Delta SkyMiles"",""keywords"":[""Travel"",""Rewards-focused"",""Airline"",""Luxury""]}"
USNews,"description=""Card Name: American Express Cash Magnet® Card\nSummary: This card offers an uncomplicated rewards program with no annual fee.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- $0annual fee.\n- Cardholders receive an introductory APR offer of0% on purchases for 15 months.\n- Simple cash back rewards structure.\nCons:\n- No rewards bonus categories.\n- American Express is not as widely accepted as Visa or Mastercard.\n- Foreign transaction fees make this card not good for international use.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""American Express Cash Magnet® Card"",""issuer"":""American Express"",""reward_category_map"":[{""category"":""general"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":1.5,""reward_threshold"":null}],""benefits"":[""extended warranty"",""purchase protection""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":19.99,""apr_type"":""Purchase""},{""apr"":29.99,""apr_type"":""Cash Advance""},{""apr"":0,""apr_type"":""Promotional""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":1000,""timeframe"":3,""reward_type"":""Statement Credit USD"",""reward_amount"":200}],""annual_fee"":null,""statement_credit"":[],""primary_reward_unit"":""Percent Cashback USD"",""keywords"":[""Personal"",""Cashback"",""No Annual Fee"",""Intro APR""]}"
USNews,"description=""Card Name: Hilton Honors American Express Card\nSummary: The Hilton Honors American Express Card is good if you want to earn Hilton rewards but don’t want to pay an annual fee.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- The\n Hilton Honors American Express Card has a low spending requirement to \nearn the introductory offer compared with similar cards.\n- You can earn bonus rewards on Hilton stays, dining, groceries and gas.\n- $0annual fee, no foreign transaction fee and no over limit fee.\nCons:\n- Reward earnings are only available as Hilton points.\n- Offers no introductory annual percentage rate and charges a potentially high APR.\n- It lacks the benefits offered by Hilton cards with annual fees.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Hilton Honors American Express Card"",""issuer"":""American Express"",""reward_category_map"":[{""category"":""accommodation"",""reward_unit"":""Hilton Honors Points"",""reward_amount"":7,""reward_threshold"":null},{""category"":""dining"",""reward_unit"":""Hilton Honors Points"",""reward_amount"":5,""reward_threshold"":null},{""category"":""groceries"",""reward_unit"":""Hilton Honors Points"",""reward_amount"":3,""reward_threshold"":{""on_up_to_purchase_amount_usd"":6000,""per_timeframe_num_months"":12,""fallback_reward_amount"":1}},{""category"":""fuel"",""reward_unit"":""Hilton Honors Points"",""reward_amount"":3,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""Hilton Honors Points"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""purchase protection"",""extended warranty""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":20.99,""apr_type"":""Purchase""},{""apr"":27.99,""apr_type"":""Cash Advance""},{""apr"":20.99,""apr_type"":""Balance Transfer""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":1000,""timeframe"":3,""reward_type"":""Hilton Honors Points"",""reward_amount"":100000}],""annual_fee"":null,""statement_credit"":[],""primary_reward_unit"":""Hilton Honors Points"",""keywords"":[""Travel"",""Rewards-focused"",""No Annual Fee"",""Dining"",""Hotel""]}"
USNews,"description=""Card Name: M&T Visa Credit Card\nSummary: The M&T Visa Credit Card offers a 0% introductory annual percentage rate and overdraft protection for M&T customers.\nKey Details:\nAnnual Fee: Annual Fee\nPros:\n- $0annual fee.\n- The card offers a0% introductory APR on purchases and balance transfers for the first 12 months.\n- M&T bank customers can get overdraft protection with the card.\nCons:\n- The card doesn't earn rewards or offer significant cardholder benefits.\n- There's a3%foreign transaction fee.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Instacart Mastercard"",""issuer"":""Chase"",""reward_category_map"":[{""category"":""dining"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":2.0,""reward_threshold"":null},{""category"":""transportation"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":5.0,""reward_threshold"":null},{""category"":""groceries"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":5.0,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":1.0,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""global entry/tsa precheck credit""],""credit_needed"":[""Excellent"",""Good""],""apr"":[{""apr"":18.99,""apr_type"":""Purchase""},{""apr"":28.99,""apr_type"":""Cash Advance""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":3000,""timeframe"":3,""reward_type"":""Chase Ultimate Rewards"",""reward_amount"":10000}],""annual_fee"":{""fee_usd"":0,""waived_for"":0},""statement_credit"":[{""credit_amount"":100,""unit"":""American Express Membership Rewards"",""categories"":[""dining"",""groceries""],""vendors"":[""Walmart""],""timeframe_months"":6,""max_uses"":1,""description"":""Earn a $100 statement credit after spending $500 on groceries or dining in the first 3 months.""}],""primary_reward_unit"":""Percent Cashback USD"",""keywords"":[""Personal"",""Rewards-focused"",""No Annual Fee"",""Cashback"",""Grocery"",""Dining"",""Travel""]}"
USNews,"description=""Card Name: REI Co-op Mastercard®\nSummary: If you love to explore the great outdoors and shop at REI, you may also love the REI Co-op Mastercard®. It offers 5% back in REI rewards, with a$0annual fee for REI Co-op members.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nRewards Rate: Rewards Rate\nPros:\n- Earns 5% back at REI, and all other purchases receive 1.5% back.\n- $0annual fee and no foreign transaction fees.\n- Cardholders earn a $100 REI gift card after making a single purchase with the REI Co-op Mastercard within the first 60 daysand a $50 REI Co-op Experience statement credit.\nCons:\n- $0annual fee, but there is a one-time $30 REI Co-op membership fee.\n- Rewards can only be redeemed with REI.\n- Lacks a cash sign-up bonus.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""REI Co-op Mastercard®"",""issuer"":""Capital One"",""reward_category_map"":[{""category"":""shopping"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":5,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":1.5,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":19.99,""apr_type"":""Purchase""},{""apr"":27.99,""apr_type"":""Cash Advance""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":1,""timeframe"":2,""reward_type"":""Statement Credit USD"",""reward_amount"":100}],""annual_fee"":null,""statement_credit"":[],""primary_reward_unit"":""Percent Cashback USD"",""keywords"":[""Personal"",""Rewards-focused"",""No Annual Fee""]}"
USNews,"description=""Card Name: American Express® Green Card\nSummary: The\n American Express® Green Card is a rewards credit card aimed at people \nwho dine out, travel and commute, but there is an annual fee.\nKey Details:\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nPros:\n- Cardholders\n receive travel benefits including no foreign transaction fee, car \nrental loss and damage insurance, baggage insurance and access to the \nGlobal Assist Hotline.\n- Cardholders get up to $189 back on CLEAR Plus membership, which can speed up airport security check-in.\n- If\n you want occasional airport lounge access, The American Express® Green \nCard provides up to $100 in statement credits for a LoungeBuddy \nmembership.\nCons:\n- The American Express® Green Card charges a$150annual fee.\n- There is a29.99% variablepenalty APR that lasts at least six months if you make a late payment.\n- There is no introductory 0% APR offer on this card.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""American Express® Green Card"",""issuer"":""American Express"",""reward_category_map"":[{""category"":""dining"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":3,""reward_threshold"":null},{""category"":""transportation"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":3,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""rental car insurance"",""travel assistance services"",""extended warranty""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":20.99,""apr_type"":""Purchase""},{""apr"":20.99,""apr_type"":""Balance Transfer""},{""apr"":29.99,""apr_type"":""Penalty""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":2000,""timeframe"":6,""reward_type"":""American Express Membership Rewards"",""reward_amount"":45000}],""annual_fee"":{""fee_usd"":150,""waived_for"":0},""statement_credit"":[{""credit_amount"":189,""unit"":""Statement Credit USD"",""categories"":[""transportation""],""vendors"":[],""timeframe_months"":12,""max_uses"":1,""description"":""Up to $189 in statement credits for CLEAR Plus membership per calendar year.""}],""primary_reward_unit"":""American Express Membership Rewards"",""keywords"":[""Travel"",""Rewards-focused"",""Dining"",""Customizable Rewards"",""High Limit"",""Luxury""]}"
USNews,"description=""Card Name: Citi Simplicity® Card\nSummary: The Citi Simplicity® Card offers one of the longest introductory annual percentage rates available for balance transfers.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nPros:\n- Comes with a0%\n Intro APR for 21 months on balance transfers from date of first \ntransfer and 0% Intro APR for 12 months on purchases from date of \naccount opening.\n- $0annual fee.\n- No late fees or penalty rate.\nCons:\n- No rewards program.\n- You'll pay a fee to transfer a balance.\n- Limited cardholder benefits.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Citi Simplicity® Card"",""issuer"":""Citi"",""reward_category_map"":[],""benefits"":[""price protection"",""purchase protection""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":0,""apr_type"":""Promotional""},{""apr"":18.24,""apr_type"":""Purchase""},{""apr"":29.49,""apr_type"":""Cash Advance""},{""apr"":29.99,""apr_type"":""Penalty""}],""sign_on_bonus"":null,""annual_fee"":{""fee_usd"":0,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""Unknown"",""keywords"":[""Balance Transfer"",""Low APR"",""No Annual Fee""]}"
USNews,"description=""Card Name: The Plum Card® from American Express\nSummary: This card offers small businesses flexibility and gives you money back when you pay your bill early.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nPros:\n- No\n Preset Spending Limit means your spending limit is flexible. Unlike a \ntraditional card with a set limit, the amount you can spend adapts based\n on factors such as your purchase, payment, and credit history..\n- Get 1.5% cash back when you pay in full within 10 days of your statement closing date.\n- Cardholder benefits can offer peace of mind when you travel and help you manage expenses.\nCons:\n- No rewards program beyond 1.5% back for early payments.\n- There's a $250 annual fee.\n- You must pay your bill in full within 60 days to avoid fees.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""The Plum Card® from American Express"",""issuer"":""American Express"",""reward_category_map"":[{""category"":""general"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":1.5,""reward_threshold"":null}],""benefits"":[""extended warranty"",""purchase protection"",""rental car insurance"",""no foreign transaction fees""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":19.99,""apr_type"":""Purchase""},{""apr"":29.99,""apr_type"":""Cash Advance""}],""sign_on_bonus"":null,""annual_fee"":{""fee_usd"":250,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""Percent Cashback USD"",""keywords"":[""Business"",""Rewards-focused"",""Cashback"",""High Limit"",""Travel""]}"
USNews,"description=""Card Name: Chase Slate Edge® Credit Card\nSummary: The Chase Slate Edge® Credit Card offers a mix of incentives to encourage regular spending and responsible debt management, but no traditional rewards program.\nKey Details:\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nPros:\n- When you pay your bill on time and spend at least $1,000 a year, you'll be considered for a cut to your interest rate of up to two percentage points annually.\n- New cardholders get a0% introductory APR for the first 18 months on purchases and balance transfers.\n- You'll be considered for a credit limit increase if you meet the six-month $500 spending requirement and make your payments on time.\nCons:\n- The Chase Slate Edge® Credit Card doesn’t have a traditional rewards program, so you won’t be able to earn cash back or travel rewards for your spending.\n- Depending on your initial APR, it can take a while to get it down to a competitive level.\n- There is a foreign transaction fee of3% of each transaction in U.S. dollars.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Chase Slate Edge® Credit Card"",""issuer"":""Chase"",""reward_category_map"":[{""category"":""general"",""reward_unit"":""Statement Credit USD"",""reward_amount"":0,""reward_threshold"":null}],""benefits"":[""extended warranty"",""rental car insurance"",""purchase protection""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":19.99,""apr_type"":""Purchase""},{""apr"":24.99,""apr_type"":""Cash Advance""},{""apr"":17.99,""apr_type"":""Balance Transfer""},{""apr"":27.99,""apr_type"":""Penalty""}],""sign_on_bonus"":null,""annual_fee"":{""fee_usd"":0,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""Statement Credit USD"",""keywords"":[""Personal"",""Low APR"",""No Annual Fee"",""Balance Transfer""]}"
